date,rental
2021-01-01,12289.8762550354
2021-01-02,11920.420835494995
2021-01-03,3393.7602558135986
2021-01-04,11557.93655014038
2021-01-05,6678.12414932251
2021-01-06,-6427.169435501099
2021-01-07,-34293.255992889404
2021-01-08,-12799.40093421936
2021-01-09,-10893.601781845093
2021-01-10,2987.0598754882812
2021-01-11,138.00215530395508
2021-01-12,-3741.172582626343
2021-01-13,18455.395120620728
2021-01-14,31119.13539505005
2021-01-15,21503.48002433777
2021-01-16,3705.68172454834
2021-01-17,4405.445056915283
2021-01-18,-16464.033292770386
2021-01-19,8648.832767486572
2021-01-20,25063.60955619812
2021-01-21,32409.210655212402
2021-01-22,15496.78024673462
2021-01-23,31649.43190574646
2021-01-24,35913.49682426453
2021-01-25,39410.8356590271
2021-01-26,20918.320434570312
2021-01-27,27021.54833984375
2021-01-28,-12785.640867233276
2021-01-29,1416.6956005096436
2021-01-30,20301.58793449402
2021-01-31,29100.134645462036
2021-02-01,25600.524591445923
2021-02-02,15214.11849784851
2021-02-03,15972.112812042236
2021-02-04,22676.422847747803
2021-02-05,22325.02767944336
2021-02-06,25136.72950553894
2021-02-07,29853.441722869873
2021-02-08,21016.3770904541
2021-02-09,29513.189823150635
2021-02-10,23097.63653945923
2021-02-11,40537.335521698
2021-02-12,43269.54398345947
2021-02-13,40903.86519050598
2021-02-14,56608.59821128845
2021-02-15,19898.15944290161
2021-02-16,6373.647804260254
2021-02-17,11143.370235443115
2021-02-18,22335.559410095215
2021-02-19,33128.97529029846
2021-02-20,54893.012924194336
2021-02-21,50473.01469230652
2021-02-22,40146.474018096924
2021-02-23,42188.92163467407
2021-02-24,57843.0428943634
2021-02-25,62764.12370681763
2021-02-26,52992.193437576294
2021-02-27,52777.06784248352
2021-02-28,49051.12540626526
2021-03-01,-3968.00399017334
2021-03-02,41683.00521850586
2021-03-03,52576.086502075195
2021-03-04,55880.08099555969
2021-03-05,55654.04862213135
2021-03-06,44734.05853843689
2021-03-07,56370.36548233032
2021-03-08,52967.756816864014
2021-03-09,56361.63155937195
2021-03-10,64625.36018562317
2021-03-11,59230.70844078064
2021-03-12,61563.1451587677
2021-03-13,59812.070152282715
2021-03-14,58797.93518257141
2021-03-15,60042.783727645874
2021-03-16,57470.102642059326
2021-03-17,56532.866510391235
2021-03-18,82824.47597503662
2021-03-19,78481.32941055298
2021-03-20,56372.56149482727
2021-03-21,34027.80955886841
2021-03-22,53487.113412857056
2021-03-23,65927.22604560852
2021-03-24,68512.53562355042
2021-03-25,68960.22900009155
2021-03-26,90693.15176200867
2021-03-27,47000.50566673279
2021-03-28,21218.5561542511
2021-03-29,-122586.26779174805
2021-03-30,63975.62096595764
2021-03-31,87176.77993011475
2021-04-01,83682.68609809875
2021-04-02,81641.5362625122
2021-04-03,27708.461793899536
2021-04-04,66960.81805419922
