date,rental
2021-01-01,30427.911231639
2021-01-02,19095.55315470514
2021-01-03,18751.677153266824
2021-01-04,30732.036928628597
2021-01-05,26507.91452503819
2021-01-06,24051.79964216532
2021-01-07,24729.023489148323
2021-01-08,26234.36038543283
2021-01-09,19123.358567494088
2021-01-10,16491.848316494357
2021-01-11,24432.415719050026
2021-01-12,23696.939103306067
2021-01-13,41536.89056649068
2021-01-14,38976.2768624059
2021-01-15,32123.785181348554
2021-01-16,22427.91581051923
2021-01-17,19832.753476757545
2021-01-18,26271.87990028532
2021-01-19,26827.890960044257
2021-01-20,35634.9671182587
2021-01-21,23536.670238000057
2021-01-22,24433.728526508818
2021-01-23,46829.04090607495
2021-01-24,54352.524526149056
2021-01-25,57831.09625421383
2021-01-26,31633.21015698204
2021-01-27,40319.36310805402
2021-01-28,29052.439163663385
2021-01-29,25199.065336776097
2021-01-30,23049.183458417345
2021-01-31,34987.72703300612
2021-02-01,34599.900824550656
2021-02-02,27013.9476348847
2021-02-03,25185.74647446823
2021-02-04,31845.925574723744
2021-02-05,34734.336428573864
2021-02-06,25451.24235090153
2021-02-07,31852.291051928885
2021-02-08,31901.483615146066
2021-02-09,33505.98204984215
2021-02-10,34665.68009341216
2021-02-11,46727.634236802834
2021-02-12,61171.966483074975
2021-02-13,64902.180140476536
2021-02-14,53191.687295076634
2021-02-15,33757.71392195153
2021-02-16,24784.233898493367
2021-02-17,18217.27931963781
2021-02-18,29150.200242693034
2021-02-19,41504.98160745591
2021-02-20,55729.078235549016
2021-02-21,79378.44092316525
2021-02-22,59295.04362245343
2021-02-23,39309.725327574
2021-02-24,43102.77349685444
2021-02-25,41965.25498256207
2021-02-26,68690.84735114407
2021-02-27,71670.05019808702
2021-02-28,37741.84404521816
2021-03-01,23842.612382788524
2021-03-02,42274.77687759549
2021-03-03,52632.96360397897
2021-03-04,59579.476001096424
2021-03-05,75343.94666529636
2021-03-06,45732.779652026125
2021-03-07,56722.68543398531
2021-03-08,68800.69707617477
2021-03-09,61535.99211654123
2021-03-10,76910.41292052458
2021-03-11,75291.98401816728
2021-03-12,61803.42072665621
2021-03-13,58083.31661558794
2021-03-14,55707.70756241956
2021-03-15,67985.80869671986
2021-03-16,68393.98839944553
2021-03-17,88805.41618458093
2021-03-18,89699.26818336768
2021-03-19,97840.52256142431
2021-03-20,34716.012186914944
2021-03-21,36801.03445271534
2021-03-22,67181.18081715368
2021-03-23,75108.67157125576
2021-03-24,75948.49973336638
2021-03-25,89714.91822629122
2021-03-26,99699.6304473294
2021-03-27,27861.09182113409
2021-03-28,18603.51119021922
2021-03-29,59156.335103908415
2021-03-30,96910.57180891008
2021-03-31,107610.58160601932
2021-04-01,117854.49269088526
2021-04-02,111142.08014051644
2021-04-03,26073.422580938146
2021-04-04,75832.20261334359
2021-04-05,104682.75354739069
2021-04-06,105375.69060583113
2021-04-07,114265.37344943572
2021-04-08,102142.21305715824
2021-04-09,106494.84967714401
2021-04-10,105157.81298635135
2021-04-11,115647.05652788894
2021-04-12,51087.73361710143
2021-04-13,58794.87967052819
2021-04-14,83933.603208561
2021-04-15,105577.87450656667
2021-04-16,71867.69372574202
2021-04-17,70091.98077363755
2021-04-18,87906.28547038844
2021-04-19,105244.6211624195
2021-04-20,115449.22233771005
2021-04-21,120913.21948482773
2021-04-22,118705.45618899816
2021-04-23,111572.5710195725
2021-04-24,111795.61156138462
2021-04-25,123442.72535018895
2021-04-26,114904.06025630451
2021-04-27,96416.4710171468
2021-04-28,89277.40167228709
2021-04-29,94540.95615432695
2021-04-30,43888.925529801214
2021-05-01,50505.43520438398
2021-05-02,104589.08533043927
2021-05-03,125025.24260602685
2021-05-04,35770.01707179868
2021-05-05,112467.94582292969
2021-05-06,126825.95738398003
2021-05-07,85821.32538399263
2021-05-08,118756.08532357348
2021-05-09,126747.1605972525
2021-05-10,74056.05992814529
2021-05-11,131764.58634151475
2021-05-12,131100.0898809212
2021-05-13,132697.8244980693
2021-05-14,133379.4036359089
2021-05-15,64541.30779083078
2021-05-16,14080.357040465546
2021-05-17,48442.74609945476
2021-05-18,126251.6145401511
2021-05-19,131294.4471226153
2021-05-20,103228.63395137156
2021-05-21,79576.00009907866
2021-05-22,129932.25505978611
2021-05-23,130419.85192579117
2021-05-24,132663.69625294555
2021-05-25,93756.5441979565
2021-05-26,126334.89048155899
2021-05-27,63214.67588348062
2021-05-28,69117.95924432186
2021-05-29,88593.83971392618
2021-05-30,111249.75857099524
2021-05-31,96712.98030492749
2021-06-01,102526.8237282407
2021-06-02,138673.0163905452
2021-06-03,56118.90805646423
2021-06-04,134220.7232328843
2021-06-05,132708.6634706768
2021-06-06,131090.0751022692
2021-06-07,126500.12756314209
2021-06-08,135951.5269991688
2021-06-09,135620.6549024846
2021-06-10,106813.60206224694
2021-06-11,91717.96376837914
2021-06-12,128605.92144154059
2021-06-13,128023.73617854984
2021-06-14,137618.64659202448
2021-06-15,100749.0623019234
2021-06-16,140758.4318328422
2021-06-17,134730.01481065425
2021-06-18,51709.05610546218
2021-06-19,131563.8185250513
2021-06-20,131890.1944019698
2021-06-21,140679.83348223387
2021-06-22,138800.6974635969
2021-06-23,115463.97343149273
2021-06-24,137328.34309255003
2021-06-25,135618.6812004043
2021-06-26,105880.25608526552
2021-06-27,104755.40838287651
2021-06-28,130710.33212231706
2021-06-29,108738.42606464887
2021-06-30,110360.19285170049
2021-07-01,138184.04477324046
2021-07-02,129794.88852133637
2021-07-03,59797.729324747015
2021-07-04,12705.567744370157
2021-07-05,110389.87865677796
2021-07-06,134226.62066703755
2021-07-07,86893.9094280914
2021-07-08,97096.87175653731
2021-07-09,128463.47636147629
2021-07-10,104284.72434572801
2021-07-11,98701.72531964417
2021-07-12,123381.42167929908
2021-07-13,109970.66710366533
2021-07-14,109111.68170639894
2021-07-15,117044.75356618488
2021-07-16,113104.2696296595
2021-07-17,118126.1564446848
2021-07-18,103205.08277666933
2021-07-19,77698.81292493775
2021-07-20,124954.54184487475
2021-07-21,111504.64324717812
2021-07-22,106823.00277521956
2021-07-23,100251.03863126099
2021-07-24,88231.85721384644
2021-07-25,88286.12386338829
2021-07-26,102268.64503918123
2021-07-27,101607.08727245053
2021-07-28,103030.0252151501
2021-07-29,104494.38836210321
2021-07-30,111403.3394516308
2021-07-31,75107.28308762808
2021-08-01,43153.97296226666
2021-08-02,97184.9243539202
2021-08-03,120602.82735016687
2021-08-04,109771.78304343826
2021-08-05,110265.55535918084
2021-08-06,99950.16757686796
2021-08-07,120462.79845220147
2021-08-08,79459.37387116736
2021-08-09,127531.17335902817
2021-08-10,127736.45630172273
2021-08-11,125596.82175439331
2021-08-12,125673.22374211664
2021-08-13,124943.13563152419
2021-08-14,124530.61518539191
2021-08-15,130808.64381212728
2021-08-16,128348.91061417936
2021-08-17,111250.85762801387
2021-08-18,115723.65741434877
2021-08-19,138428.93284024677
2021-08-20,131215.2820644282
2021-08-21,57479.01014544917
2021-08-22,118502.71174100449
2021-08-23,55106.37997437899
2021-08-24,47093.428721509954
2021-08-25,111804.12787300834
2021-08-26,102640.08314106202
2021-08-27,105450.25729599521
2021-08-28,110776.6963137809
2021-08-29,113123.9960516782
2021-08-30,131718.07420116634
2021-08-31,18187.039470441137
2021-09-01,98871.64510614789
2021-09-02,133917.30892146492
2021-09-03,143215.55747435457
2021-09-04,140910.2271371251
2021-09-05,139618.38731384827
2021-09-06,105146.02561999971
2021-09-07,14651.322367065246
2021-09-08,114667.49459201032
2021-09-09,126383.4959552808
2021-09-10,131621.57376207653
2021-09-11,133078.3198612829
2021-09-12,142717.87790520416
2021-09-13,142924.05586659675
2021-09-14,144160.6508529372
2021-09-15,144246.56843280833
2021-09-16,143974.49918766637
2021-09-17,143815.63142337545
2021-09-18,140017.38315910083
2021-09-19,140789.61605386596
2021-09-20,144676.15633216407
2021-09-21,84473.25556107944
2021-09-22,111730.40893547499
2021-09-23,144532.33358404608
2021-09-24,144466.883478935
2021-09-25,117269.46785162878
2021-09-26,141621.1121783464
2021-09-27,142475.02341504348
2021-09-28,119677.35993521774
2021-09-29,27017.297007769328
2021-09-30,116115.36690781216
2021-10-01,115784.75847209946
2021-10-02,123048.85834115822
2021-10-03,137427.29233371234
2021-10-04,72636.27043204363
2021-10-05,116551.42815715291
2021-10-06,79177.08055522303
2021-10-07,61386.83921957665
2021-10-08,55842.22879185506
2021-10-09,111591.82264253736
2021-10-10,46470.64236803109
2021-10-11,107946.03493640118
2021-10-12,137262.97397736766
2021-10-13,146300.58267860263
2021-10-14,136081.70367530372
2021-10-15,133819.8288827524
2021-10-16,110003.01232916786
2021-10-17,69776.58194729258
2021-10-18,95449.64351832288
2021-10-19,82075.37346349629
2021-10-20,110025.79890265116
2021-10-21,106958.95491436259
2021-10-22,117305.75076971682
2021-10-23,120536.60845225121
2021-10-24,119951.28062209571
2021-10-25,120143.79069251296
2021-10-26,117485.41955100704
2021-10-27,120907.75194343674
2021-10-28,139606.6720896696
2021-10-29,139373.11166180932
2021-10-30,113476.1223791015
2021-10-31,118463.35017567326
2021-11-01,97306.02225959195
2021-11-02,96744.89917589942
2021-11-03,105457.73256823592
2021-11-04,99005.9549380883
2021-11-05,139413.11644301718
2021-11-06,133797.2716197059
2021-11-07,130622.28057673531
2021-11-08,52295.62628733411
2021-11-09,46028.19677659779
2021-11-10,62071.275856378736
2021-11-11,72136.63473971658
2021-11-12,71386.52359444609
2021-11-13,84386.92225444515
2021-11-14,93397.26334561704
2021-11-15,102668.06536826519
2021-11-16,96215.22562756886
2021-11-17,80787.47485732086
2021-11-18,103863.84779597397
2021-11-19,88604.4639876019
2021-11-20,77147.5785103509
2021-11-21,52734.93738962569
2021-11-22,64644.239229204155
2021-11-23,63519.98092294083
2021-11-24,69023.10782993441
2021-11-25,72527.96943786074
2021-11-26,68095.43223127942
2021-11-27,66631.26378777558
2021-11-28,71514.00016816493
2021-11-29,92078.34566592929
2021-11-30,36617.1164285365
2021-12-01,55310.308409321835
2021-12-02,55183.83126049119
2021-12-03,56289.92080652558
2021-12-04,49428.160702529894
2021-12-05,60297.41933962107
2021-12-06,75518.76555658647
2021-12-07,89818.34660872545
2021-12-08,87109.03423178532
2021-12-09,60113.26276423982
2021-12-10,50481.711240375786
2021-12-11,52905.76203315841
2021-12-12,45943.53922108899
2021-12-13,45077.89002888097
2021-12-14,53455.722045481634
2021-12-15,51272.95774231473
2021-12-16,57923.08761486196
2021-12-17,41100.4804497857
2021-12-18,25587.748840613083
2021-12-19,33853.8247388374
2021-12-20,66157.21912208047
2021-12-21,58116.04956591107
2021-12-22,56325.933024798105
2021-12-23,59436.59747457813
2021-12-24,39382.25480087543
2021-12-25,27028.48864931755
2021-12-26,27043.674091936624
2021-12-27,36613.85738888934
2021-12-28,40676.77133437318
2021-12-29,49318.25719492449
