date,rental
2021-01-01,29087.73620897619
2021-01-02,21607.382169953507
2021-01-03,21809.607304010304
2021-01-04,27927.709085528273
2021-01-05,22356.969531910156
2021-01-06,19137.389978603023
2021-01-07,11380.586174175292
2021-01-08,23592.93914057479
2021-01-09,22419.61388517795
2021-01-10,22369.21197535093
2021-01-11,15984.977639198198
2021-01-12,21606.180683648072
2021-01-13,25375.725409435774
2021-01-14,28054.183922034255
2021-01-15,27079.55284175799
2021-01-16,25311.81637491886
2021-01-17,23170.799279691797
2021-01-18,23343.915558036282
2021-01-19,26040.80110620317
2021-01-20,24166.40136894219
2021-01-21,19451.59723645304
2021-01-22,20323.966188979535
2021-01-23,44392.856021911226
2021-01-24,51770.335375483344
2021-01-25,52400.294071458564
2021-01-26,20719.27711966044
2021-01-27,30621.009199412947
2021-01-28,21316.105512951464
2021-01-29,23617.490844651307
2021-01-30,28451.51255778831
2021-01-31,36514.28488781188
2021-02-01,26667.70139454055
2021-02-02,24262.479163839063
2021-02-03,22473.129112922063
2021-02-04,27439.379857874286
2021-02-05,30381.316099007618
2021-02-06,22222.627252867034
2021-02-07,31038.47359950609
2021-02-08,30506.51472787668
2021-02-09,32940.728773873336
2021-02-10,19322.140213348783
2021-02-11,33827.61892530823
2021-02-12,52737.04746029569
2021-02-13,56037.418000178746
2021-02-14,59389.81127001038
2021-02-15,27984.032432315147
2021-02-16,22415.683895252958
2021-02-17,21169.879809194237
2021-02-18,25794.49891350361
2021-02-19,31016.642899739294
2021-02-20,59928.17861929004
2021-02-21,63908.43653377521
2021-02-22,46343.46786475625
2021-02-23,35464.02283651922
2021-02-24,31009.831337112206
2021-02-25,24587.89582873611
2021-02-26,57441.97189150692
2021-02-27,75155.61562847873
2021-02-28,46607.17190244845
2021-03-01,29913.420490862372
2021-03-02,43310.39270299556
2021-03-03,50736.895105749274
2021-03-04,45857.490753944185
2021-03-05,64036.59660818728
2021-03-06,44456.8176007779
2021-03-07,61262.5439286401
2021-03-08,66772.68200211997
2021-03-09,64203.24722153063
2021-03-10,65648.69722436687
2021-03-11,63717.99031799941
2021-03-12,50569.848607310814
2021-03-13,56087.05026831449
2021-03-14,53798.67600408827
2021-03-15,54297.51791790512
2021-03-16,68562.8820959374
2021-03-17,68603.41919446303
2021-03-18,76567.44345113244
2021-03-19,103325.390414857
2021-03-20,31008.44321354799
2021-03-21,43273.329419654445
2021-03-22,65179.322209930695
2021-03-23,66489.32520344599
2021-03-24,62776.098556039295
2021-03-25,76807.981647015
2021-03-26,78234.82945694789
2021-03-27,53843.47210257897
2021-03-28,23689.90432228591
2021-03-29,62969.72943126374
2021-03-30,77217.75867084914
2021-03-31,98464.03256037035
2021-04-01,120166.90962087145
2021-04-02,111444.16880801471
2021-04-03,24904.100790247634
2021-04-04,76932.96210574968
2021-04-05,100336.5391818093
2021-04-06,106123.27812032346
2021-04-07,106450.22256712464
2021-04-08,100388.62757620747
2021-04-09,106906.10678292153
2021-04-10,99497.06031036346
2021-04-11,108850.72647030263
2021-04-12,63656.04029919208
2021-04-13,54288.30540457179
2021-04-14,79854.5349163035
2021-04-15,98291.64017964763
2021-04-16,83894.88443904476
2021-04-17,66200.46459348583
2021-04-18,90760.18289202322
2021-04-19,97790.15865735567
2021-04-20,107486.11184020182
2021-04-21,119957.29547306645
2021-04-22,120902.3582332382
2021-04-23,102889.76385746
2021-04-24,116285.85996534956
2021-04-25,122128.68712785369
2021-04-26,115837.220994605
2021-04-27,91647.03399060157
2021-04-28,93878.79387130987
2021-04-29,106922.99534015705
2021-04-30,53867.616759581295
2021-05-01,65689.22690956252
2021-05-02,103519.43107292634
2021-05-03,119849.40490209076
2021-05-04,43180.366191048975
2021-05-05,120241.08601761627
2021-05-06,125482.11295339736
2021-05-07,103629.84366868476
2021-05-08,104778.79305637925
2021-05-09,126788.48547454494
2021-05-10,69978.82745953638
2021-05-11,133259.09378437203
2021-05-12,138919.92090851616
2021-05-13,137641.43127364136
2021-05-14,133338.3471395708
2021-05-15,75513.1292906302
2021-05-16,21663.10638678764
2021-05-17,45067.008446323525
2021-05-18,124305.35911921125
2021-05-19,134579.182380529
2021-05-20,95352.0578994277
2021-05-21,68322.03062526832
2021-05-22,126273.98012793384
2021-05-23,129832.86982871417
2021-05-24,129669.3470777352
2021-05-25,107764.89797708004
2021-05-26,128023.10848503248
2021-05-27,59734.43443331978
2021-05-28,71378.43123933558
2021-05-29,103991.64541105372
2021-05-30,117307.08884709516
2021-05-31,93471.42854470821
2021-06-01,116126.01042630832
2021-06-02,135880.13423945155
2021-06-03,72609.43572501453
2021-06-04,130233.7758282463
2021-06-05,129926.86582559174
2021-06-06,134045.69963394818
2021-06-07,114135.20049992234
2021-06-08,132899.7177085324
2021-06-09,135386.85491384883
2021-06-10,119039.98371651399
2021-06-11,90846.14301491721
2021-06-12,131983.01422685146
2021-06-13,132778.21085087172
2021-06-14,134172.83052037397
2021-06-15,107839.67860184755
2021-06-16,139835.67318905148
2021-06-17,111882.96142133635
2021-06-18,52035.90105215285
2021-06-19,132702.66292616213
2021-06-20,129527.9955501115
2021-06-21,139015.8392215218
2021-06-22,132680.3652725252
2021-06-23,126846.5779089314
2021-06-24,130534.24471443734
